ImageName		GroundTruth		OriginalOutput		AdversarialOutput
10605.jpg	-1.620887276327134			-0.8033981323242188			-0.44892120361328125
10606.jpg	-1.7053612121236594			-0.8372116088867188			-0.44892120361328125
10607.jpg	-1.761735346963076			-0.8787460327148438			-0.38613128662109375
10608.jpg	-1.8303267865664534			-0.9910659790039062			-0.31639862060546875
10609.jpg	-1.8708184252127218			-0.9910659790039062			-0.31639862060546875
10610.jpg	-1.9167205845401725			-0.9910659790039062			-0.08989715576171875
10611.jpg	-1.9641935401944184			-0.9910659790039062			-0.08989715576171875
10612.jpg	-2.030865117620602			-0.9910659790039062			-0.08989715576171875
10613.jpg	-2.08374859395603			-0.9910659790039062			-0.08989715576171875
10614.jpg	-2.1436133872994354			-0.9910659790039062			-0.08989715576171875
10615.jpg	-2.1964968636348634			-0.9910659790039062			-0.0695648193359375
10616.jpg	-2.240479160785121			-0.9910659790039062			-0.0384521484375
10617.jpg	-2.2792254701793953			-0.9910659790039062			-0.0384521484375
10618.jpg	-2.3073252711365035			-1.1474075317382812			-0.0384521484375
10619.jpg	-2.342580922026789			-1.1883010864257812			-0.0384521484375
10620.jpg	-2.3900538776810345			-1.1883010864257812			-0.0384521484375
10621.jpg	-2.4270548578233146			-1.1883010864257812			-0.0384521484375
10622.jpg	-2.4623105087136			-1.3236618041992188			0.03271484375
10623.jpg	-2.478018471981549			-1.3562545776367188			0.079864501953125
10624.jpg	-2.502627614434669			-1.3562545776367188			0.079864501953125
10625.jpg	-2.523920631309			-1.4964065551757812			0.079864501953125
10626.jpg	-2.5431192530809374			-1.5433425903320312			0.079864501953125
10627.jpg	-2.564237737030069			-1.5433425903320312			0.079864501953125
10628.jpg	-2.5766295747192283			-1.5802383422851562			0.079864501953125
10629.jpg	-2.5853562209792003			-1.5802383422851562			0.079864501953125
10630.jpg	-2.592512070912377			-1.6456832885742188			0.079864501953125
10631.jpg	-2.6012387171723486			-1.6456832885742188			0.079864501953125
10632.jpg	-2.6083945671055253			-1.6456832885742188			0.079864501953125
10633.jpg	-2.61013989635752			-1.6456832885742188			0.079864501953125
10634.jpg	-2.611885225609514			-1.6456832885742188			0.079864501953125
10635.jpg	-2.6136305548615084			-1.6456832885742188			0.079864501953125
10636.jpg	-2.6223572011214804			-1.6049118041992188			0.079864501953125
10637.jpg	-2.6364943680626345			-1.6049118041992188			-0.058837890625
10638.jpg	-2.645221014322606			-1.6049118041992188			-0.058837890625
10639.jpg	-2.6469663435746003			-1.6049118041992188			-0.058837890625
10640.jpg	-2.6469663435746003			-1.6446914672851562			-0.058837890625
10641.jpg	-2.6469663435746003			-1.6141891479492188			-0.058837890625
10642.jpg	-2.6506315350037886			-1.5791854858398438			-0.058837890625
10643.jpg	-2.6558675227597712			-1.5791854858398438			-0.058837890625
10644.jpg	-2.6628488397677486			-1.5791854858398438			-0.058837890625
10645.jpg	-2.6680848275237317			-1.5791854858398438			-0.058837890625
10646.jpg	-2.6680848275237317			-1.5791854858398438			-0.058837890625
10647.jpg	-2.6680848275237317			-1.5791854858398438			-0.089874267578125
10648.jpg	-2.6680848275237317			-1.5791854858398438			-0.089874267578125
10649.jpg	-2.6680848275237317			-1.5458145141601562			-0.089874267578125
10650.jpg	-2.6680848275237317			-1.5458145141601562			-0.089874267578125
10651.jpg	-2.657612852011766			-1.5458145141601562			-0.089874267578125
10652.jpg	-2.645221014322606			-1.5458145141601562			-0.089874267578125
10653.jpg	-2.6206118718694857			-1.4713668823242188			-0.089874267578125
10654.jpg	-2.6012387171723486			-1.3262557983398438			-0.089874267578125
10655.jpg	-2.581865562475212			-1.3262557983398438			-0.089874267578125
10656.jpg	-2.5661575992072625			-1.3262557983398438			-0.089874267578125
10657.jpg	-2.523920631309			-1.3262557983398438			-0.089874267578125
10658.jpg	-2.490410309670709			-1.3262557983398438			-0.089874267578125
10659.jpg	-2.453409329528429			-1.2930831909179688			-0.089874267578125
10660.jpg	-2.430545516327303			-1.2593002319335938			-0.089874267578125
10661.jpg	-2.4076817031261775			-1.1634902954101562			-0.089874267578125
10662.jpg	-2.374171381487886			-1.1634902954101562			-0.089874267578125
10663.jpg	-2.3266984258336407			-1.0722885131835938			-0.089874267578125
10664.jpg	-2.3003439541285267			-1.0722885131835938			-0.089874267578125
10665.jpg	-2.275734811675406			-0.9740676879882812			-0.089874267578125
10666.jpg	-2.2141246890800064			-0.9740676879882812			-0.089874267578125
10667.jpg	-2.1525145664846064			-0.9740676879882812			-0.089874267578125
10668.jpg	-2.0767672769480527			-0.9740676879882812			-0.089874267578125
10669.jpg	-2.0029398495886928			-0.9384384155273438			-0.142242431640625
10670.jpg	-1.9184659137921671			-0.9384384155273438			-0.2939605712890625
10671.jpg	-1.8673277667087331			-0.9384384155273438			-0.2939605712890625
10672.jpg	-1.784599160164202			-0.9384384155273438			-0.2939605712890625
10673.jpg	-1.7388715337619502			-0.9384384155273438			-0.2939605712890625
10674.jpg	-1.7142623913088304			-1.0103836059570312			-0.2939605712890625
10675.jpg	-1.6948892366116934			-1.0103836059570312			-0.2939605712890625
10676.jpg	-1.6702800941585736			-0.9753036499023438			-0.2939605712890625
10677.jpg	-1.6526522687134306			-0.9359817504882812			-0.3266754150390625
10678.jpg	-1.6402604310242708			-0.9359817504882812			-0.35955810546875
10679.jpg	-1.6280431262603108			-0.9359817504882812			-0.39691162109375
10680.jpg	-1.6121606300671623			-0.9359817504882812			-0.4865570068359375
10681.jpg	-1.5892968168660366			-0.9359817504882812			-0.4865570068359375
10682.jpg	-1.5575318244797396			-0.9359817504882812			-0.4865570068359375
10683.jpg	-1.5329226820266197			-0.9359817504882812			-0.65045166015625
10684.jpg	-1.480213738616391			-0.9359817504882812			-0.65045166015625
10685.jpg	-1.4519394047340828			-0.9359817504882812			-0.65045166015625
10686.jpg	-1.4027211198278426			-0.9359817504882812			-0.820556640625
10687.jpg	-1.3587388226775854			-0.8109359741210938			-0.820556640625
10688.jpg	-1.3023646878381687			-0.8109359741210938			-0.820556640625
10689.jpg	-1.254891732183923			-0.8109359741210938			-0.820556640625
10690.jpg	-1.2091641057816713			-0.8109359741210938			-0.820556640625
10691.jpg	-1.1580259586982375			-0.8109359741210938			-0.9308013916015625
10692.jpg	-1.1316714869931235			-0.7795486450195312			-0.968841552734375
10693.jpg	-1.1000810275320259			-0.7795486450195312			-0.968841552734375
10694.jpg	-1.0578440596337633			-0.6421890258789062			-0.968841552734375
10695.jpg	-1.00338978697154			-0.6421890258789062			-1.0343170166015625
10696.jpg	-0.9855874286011979			-0.6088790893554688			-1.0343170166015625
10697.jpg	-0.9468411192069237			-0.6088790893554688			-1.0343170166015625
10698.jpg	-0.8906415172927065			-0.6088790893554688			-1.0343170166015625
10699.jpg	-0.8588765249064096			-0.6088790893554688			-0.9139556884765625
10700.jpg	-0.8253662032681184			-0.6088790893554688			-1.043212890625
10701.jpg	-0.7885397560510381			-0.6088790893554688			-1.043212890625
10702.jpg	-0.7426375967235872			-0.5343093872070312			-1.043212890625
10703.jpg	-0.7040658202545126			-0.5022201538085938			-1.043212890625
10704.jpg	-0.6600835231042554			-0.5022201538085938			-1.043212890625
10705.jpg	-0.6159266930287989			-0.46900177001953125			-1.0740966796875
10706.jpg	-0.5719443958785418			-0.43848419189453125			-1.0740966796875
10707.jpg	-0.5331980864842676			-0.43848419189453125			-1.1080780029296875
10708.jpg	-0.5016076270231703			-0.43848419189453125			-1.1390380859375
10709.jpg	-0.46809730538487915			-0.43848419189453125			-1.1390380859375
10710.jpg	-0.4541346713689245			-0.43848419189453125			-1.1390380859375
10711.jpg	-0.4276056667386107			-0.43848419189453125			-1.2123565673828125
10712.jpg	-0.4012511950334963			-0.43848419189453125			-1.2123565673828125
10713.jpg	-0.3572688978832392			-0.43848419189453125			-1.4427032470703125
10714.jpg	-0.2991494337918281			-0.43848419189453125			-1.4427032470703125
10715.jpg	-0.24993114888558798			-0.43848419189453125			-1.5331573486328125
10716.jpg	-0.24120450262561632			-0.43848419189453125			-1.5999603271484375
10717.jpg	-0.23055799418845094			-0.43848419189453125			-1.6336212158203125
10718.jpg	-0.19879300180215415			-0.43848419189453125			-1.664794921875
10719.jpg	-0.16196655458507378			-0.34929656982421875			-1.664794921875
10720.jpg	-0.12496557444279399			-0.27378082275390625			-1.664794921875
10721.jpg	-0.09145525280450287			-0.27378082275390625			-1.7051849365234375
10722.jpg	-0.06684611035138281			-0.23361968994140625			-1.7051849365234375
10723.jpg	-0.024609142453120045			-0.20287322998046875			-1.7051849365234375
10724.jpg	0.0158824961931484			-0.20287322998046875			-1.7051849365234375
10725.jpg	0.05637413483941684			-0.20287322998046875			-1.7051849365234375
10726.jpg	0.08011061266653972			-0.20287322998046875			-1.7051849365234375
10727.jpg	0.1038470904936626			-0.03945159912109375			-1.7051849365234375
10728.jpg	0.1319468914507713			-0.0240325927734375			-1.6364593505859375
10729.jpg	0.1408480706359424			-0.0240325927734375			-1.6364593505859375
10730.jpg	0.1425933998879367			-0.0240325927734375			-1.6364593505859375
10731.jpg	0.14608405839192537			-0.0240325927734375			-1.592132568359375
10732.jpg	0.15655603390389136			-0.0240325927734375			-1.55694580078125
10733.jpg	0.16371188383706814			-0.0240325927734375			-1.55694580078125
10734.jpg	0.17418385934903408			-0.0240325927734375			-1.55694580078125
10735.jpg	0.1759291886010284			-0.0240325927734375			-1.666839599609375
10736.jpg	0.1759291886010284			-0.0240325927734375			-1.666839599609375
10737.jpg	0.17767451785302274			-0.0240325927734375			-1.61993408203125
10738.jpg	0.1706932008450454			-0.0240325927734375			-1.61993408203125
10739.jpg	0.16894787159305108			-0.0240325927734375			-1.6545867919921875
10740.jpg	0.16894787159305108			-0.0240325927734375			-1.6545867919921875
10741.jpg	0.16894787159305108			-0.0240325927734375			-1.5499267578125
10742.jpg	0.16196655458507378			-0.0240325927734375			-1.5076751708984375
10743.jpg	0.1530653753999027			-0.0240325927734375			-1.5076751708984375
